County,County Code,ICD-10 113 Cause List,ICD-10 113 Cause List Code,Deaths,Population,suicideRate
"Crawford County, PA",42039,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,86484, 
"Cumberland County, PA",42041,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,32,246338,13
"Dauphin County, PA",42043,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,36,272983,13.2
"Delaware County, PA",42045,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,76,563894,13.5
"Erie County, PA",42049,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,54,278045,19.4
"Fayette County, PA",42051,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,25,133628,18.7
"Franklin County, PA",42055,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,153638, 
"Indiana County, PA",42063,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,86966, 
"Lackawanna County, PA",42069,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,46,211917,21.7
"Lancaster County, PA",42071,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,61,536624,11.4
"Lawrence County, PA",42073,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,88082, 
"Lebanon County, PA",42075,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,137067, 
"Lehigh County, PA",42077,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,65,360685,18
"Luzerne County, PA",42079,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,70,318449,22
"Lycoming County, PA",42081,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,21,116048,18.1
"Mercer County, PA",42085,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,20,114234,17.5
"Monroe County, PA",42089,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,28,166397,16.8
"Montgomery County, PA",42091,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,96,819264,11.7
"Northampton County, PA",42095,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,66,300813,21.9
"Northumberland County, PA",42097,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,93246, 
"Philadelphia County, PA",42101,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,163,1567442,10.4
"Schuylkill County, PA",42107,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,37,144590,25.6
"Somerset County, PA",42111,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,75522, 
"Washington County, PA",42125,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,44,208261,21.1
"Wayne County, PA",42127,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,51198, 
"Westmoreland County, PA",42129,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,52,357956,14.5
"York County, PA",42133,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,71,442867,16
"Kent County, RI",44003,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,20,164801,12.1
"Providence County, RI",44007,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,76,633473,12
"Washington County, RI",44009,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,126517, 
"Aiken County, SC",45003,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,30,165829,18.1
"Anderson County, SC",45007,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,46,194692,23.6
"Beaufort County, SC",45013,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,22,179589,12.3
"Berkeley County, SC",45015,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,35,202786,17.3
"Charleston County, SC",45019,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,54,389262,13.9
"Darlington County, SC",45031,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,67548, 
"Dorchester County, SC",45035,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,24,152478,15.7
"Florence County, SC",45041,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,138900, 
"Georgetown County, SC",45043,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,61298, 
"Greenville County, SC",45045,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,66,491863,13.4
"Greenwood County, SC",45047,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,69838, 
"Horry County, SC",45051,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,43,309199,13.9
"Lexington County, SC",45063,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,47,281833,16.7
"Oconee County, SC",45073,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,75713, 
"Orangeburg County, SC",45075,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,13,89208, 
"Pickens County, SC",45077,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,27,121691,22.2
"Richland County, SC",45079,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,56,407051,13.8
"Spartanburg County, SC",45083,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,63,297302,21.2
"Sumter County, SC",45085,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,107480, 
"York County, SC",45091,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,48,251195,19.1
"Minnehaha County, SD",46099,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,34,185197,18.4
"Pennington County, SD",46103,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,25,108702,23
"Shannon County, SD",46113,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,13,14373, 
"Anderson County, TN",47001,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,75749, 
"Blount County, TN",47009,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,127253, 
"Bradley County, TN",47011,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,104091, 
"Carroll County, TN",47017,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,27910, 
"Cheatham County, TN",47021,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,39741, 
"Cocke County, TN",47029,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,13,35162, 
"Coffee County, TN",47031,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,54277, 
"Cumberland County, TN",47035,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,13,58229, 
"Davidson County, TN",47037,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,92,678889,13.6
"Dickson County, TN",47043,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,51487, 
"Hamblen County, TN",47063,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,19,63402, 
"Hamilton County, TN",47065,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,51,354098,14.4
"Hawkins County, TN",47073,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,56471, 
"Henry County, TN",47079,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,32147, 
"Knox County, TN",47093,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,67,451324,14.8
"Lincoln County, TN",47103,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,33743, 
"Loudon County, TN",47105,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,51130, 
"Madison County, TN",47113,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,97610, 
"Maury County, TN",47119,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,87757, 
"Monroe County, TN",47123,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,45771, 
"Montgomery County, TN",47125,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,40,193479,20.7
"Putnam County, TN",47141,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,74553, 
"Roane County, TN",47145,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,52753, 
"Robertson County, TN",47147,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,68570, 
"Rutherford County, TN",47149,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,35,298612,11.7
"Sevier County, TN",47155,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,95946, 
"Shelby County, TN",47157,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,89,938069,9.5
"Sullivan County, TN",47163,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,28,156791,17.9
"Sumner County, TN",47165,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,22,175989,12.5
"Tipton County, TN",47167,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,61870, 
"Washington County, TN",47179,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,126302, 
"Williamson County, TN",47187,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,30,211672,14.2
"Wilson County, TN",47189,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,31,128911,24
"Anderson County, TX",48001,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,57580, 
"Angelina County, TX",48005,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,88255, 
"Bastrop County, TX",48021,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,80527, 
"Bell County, TX",48027,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,49,334941,14.6
"Bexar County, TX",48029,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,209,1897753,11
"Bowie County, TX",48037,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,21,93389,22.5
"Brazoria County, TX",48039,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,45,346312,13
"Brazos County, TX",48041,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,23,215037,10.7
"Cameron County, TX",48061,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,21,422156,5
"Cherokee County, TX",48073,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,51542, 
"Collin County, TX",48085,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,91,914127,10
"Comal County, TX",48091,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,19,129048, 
"Coryell County, TX",48099,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,75503, 
"Dallas County, TX",48113,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,264,2553385,10.3
"Denton County, TX",48121,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,79,780612,10.1
"Ector County, TX",48135,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,26,159436,16.3
"Ellis County, TX",48139,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,19,163632, 
"El Paso County, TX",48141,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,69,835593,8.3
"Fannin County, TX",48147,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,33693, 
"Fort Bend County, TX",48157,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,75,716087,10.5
"Galveston County, TX",48167,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,64,322225,19.9
"Grayson County, TX",48181,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,31,125467,24.7
"Gregg County, TX",48183,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,23,124108,18.5
"Guadalupe County, TX",48187,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,151249, 
"Hardin County, TX",48199,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,55865, 
"Harris County, TX",48201,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,468,4538028,10.3
"Harrison County, TX",48203,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,66746, 
"Hays County, TX",48209,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,20,194739,10.3
"Henderson County, TX",48213,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,23,79545,28.9
"Hidalgo County, TX",48215,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,47,842304,5.6
"Hill County, TX",48217,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,34855, 
"Hood County, TX",48221,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,55423, 
"Hunt County, TX",48231,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,89844, 
"Jefferson County, TX",48245,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,36,254308,14.2
"Johnson County, TX",48251,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,159990, 
"Kaufman County, TX",48257,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,114690, 
"Kendall County, TX",48259,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,40384, 
"Kerr County, TX",48265,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,50955, 
"Liberty County, TX",48291,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,79654, 
"Lubbock County, TX",48303,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,43,299453,14.4
"McLennan County, TX",48309,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,29,245671,11.8
"Midland County, TX",48329,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,23,161077,14.3
"Montgomery County, TX",48339,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,90,537559,16.7
"Navarro County, TX",48349,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,48323, 
"Nueces County, TX",48355,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,53,359715,14.7
"Orange County, TX",48361,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,84260, 
"Parker County, TX",48367,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,27,126042,21.4
"Polk County, TX",48373,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,46972, 
"Potter County, TX",48375,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,21,121802,17.2
"Randall County, TX",48381,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,32,130269,24.6
"Rockwall County, TX",48397,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,13,90861, 
"San Patricio County, TX",48409,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,67357, 
"Smith County, TX",48423,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,39,222936,17.5
"Tarrant County, TX",48439,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,227,1982498,11.5
"Taylor County, TX",48441,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,136051, 
"Tom Green County, TX",48451,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,13,118105, 
"Travis County, TX",48453,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,159,1176558,13.5
"Victoria County, TX",48469,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,92382, 
"Walker County, TX",48471,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,19,70699, 
"Webb County, TX",48479,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,269721, 
"Wichita County, TX",48485,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,131705, 
"Williamson County, TX",48491,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,69,508514,13.6
"Box Elder County, UT",49003,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,13,52097, 
"Cache County, UT",49005,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,120783, 
"Davis County, UT",49011,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,45,336043,13.4
"Salt Lake County, UT",49035,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,262,1107314,23.7
"Tooele County, UT",49045,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,13,62952, 
"Uintah County, UT",49047,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,37928, 
"Utah County, UT",49049,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,97,575205,16.9
"Washington County, UT",49053,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,33,155602,21.2
"Weber County, UT",49057,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,67,243645,27.5
"Chittenden County, VT",50007,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,26,161382,16.1
"Rutland County, VT",50021,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,59736, 
"Windham County, VT",50025,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,43386, 
"Windsor County, VT",50027,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,55737, 
"Accomack County, VA",51001,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,32973, 
"Albemarle County, VA",51003,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,105703, 
"Arlington County, VA",51013,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,229164, 
"Augusta County, VA",51015,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,74314, 
"Bedford County, VA",51019,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,20,77724,25.7
"Campbell County, VA",51031,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,55086, 
"Chesterfield County, VA",51041,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,37,335687,11
"Dinwiddie County, VA",51053,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,27852, 
"Fairfax County, VA",51059,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,88,1142234,7.7
"Franklin County, VA",51067,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,56264, 
"Frederick County, VA",51069,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,20,83199,24
"Gloucester County, VA",51073,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,37143, 
"Hanover County, VA",51085,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,103227, 
"Henrico County, VA",51087,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,41,325155,12.6
"James City County, VA",51095,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,73147, 
"Loudoun County, VA",51107,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,42,375629,11.2
"Montgomery County, VA",51121,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,97653, 
"Orange County, VA",51137,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,35385, 
"Pittsylvania County, VA",51143,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,62194, 
"Prince William County, VA",51153,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,37,451721,8.2
"Roanoke County, VA",51161,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,94409, 
"Rockingham County, VA",51165,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,78593, 
"Spotsylvania County, VA",51177,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,130475, 
"Stafford County, VA",51179,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,21,142003,14.8
"Tazewell County, VA",51185,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,42899, 
"Washington County, VA",51191,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,54591, 
"Alexandria city, VA",51510,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,153511, 
"Chesapeake city, VA",51550,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,39,235429,16.6
"Hampton city, VA",51650,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,136454, 
"Newport News city, VA",51700,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,20,182385,11
"Norfolk city, VA",51710,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,27,246393,11
"Portsmouth city, VA",51740,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,96201, 
"Richmond city, VA",51760,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,220289, 
"Roanoke city, VA",51770,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,99897, 
"Suffolk city, VA",51800,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,88161, 
"Virginia Beach city, VA",51810,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,50,452745,11
"Benton County, WA",53005,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,41,190309,21.5
"Chelan County, WA",53007,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,75644, 
"Clallam County, WA",53009,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,23,73486,31.3
"Clark County, WA",53011,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,77,459495,16.8
"Cowlitz County, WA",53015,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,23,103468,22.2
"Franklin County, WA",53021,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,88807, 
"Grays Harbor County, WA",53027,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,71122, 
"Island County, WA",53029,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,80593, 
"King County, WA",53033,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,252,2117125,11.9
"Kitsap County, WA",53035,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,55,260131,21.1
"Lewis County, WA",53041,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,75882, 
"Mason County, WA",53045,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,13,61023, 
"Pierce County, WA",53053,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,143,843954,16.9
"Skagit County, WA",53057,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,121846, 
"Snohomish County, WA",53061,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,115,772501,14.9
"Spokane County, WA",53063,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,100,490945,20.4
"Stevens County, WA",53065,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,43791, 
"Thurston County, WA",53067,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,48,269536,17.8
"Whatcom County, WA",53073,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,33,212284,15.5
"Yakima County, WA",53077,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,38,248830,15.3
"Berkeley County, WV",54003,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,111901, 
"Cabell County, WV",54011,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,21,96844,21.7
"Fayette County, WV",54019,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,44997, 
"Harrison County, WV",54033,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,68714, 
"Kanawha County, WV",54039,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,47,188332,25
"Logan County, WV",54045,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,34707, 
"Mercer County, WV",54055,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,61164, 
"Monongalia County, WV",54061,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,104236, 
"Raleigh County, WV",54081,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,24,77510,31
"Wood County, WV",54107,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,86452, 
"Adams County, WI",55001,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,20148, 
"Brown County, WI",55009,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,42,258718,16.2
"Chippewa County, WI",55017,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,63531, 
"Columbia County, WI",55021,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,56743, 
"Dane County, WI",55025,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,69,523643,13.2
